의약품코드,제품명,제조사,효능,복용법,주의사항,보관법,
201600966,티나롤네일라카(아모롤핀염산염),동광제약(주),이 약은 감염부위가 조갑 표면의 80% 이하인 경우의 피부사상균/ 효모균 및 곰팡이에 의한 조갑진균증(손발톱진균증)에 사용합니다.,이 약을 바르기 전에/ 감염된 조갑(특히 조갑 표면) 부위를 첨부된 줄을 사용하여 가능한 한 완전하게 갈아낸 다음 첨부된 패드로 조갑 표면을 닦고 기름기를 제거하고/ 반드시 남아있는 라카는 패드로 닦아낸 후 첨부된 재사용 가능한 스파툴라를 사용하여 감염된 조갑 표면 전체에 이 약을 주 1~2회바르고 건조시킵니다.감염된 각 조갑에 바를 때마다 스파툴라를 병 안에 담궈 사용하고 남은 약을 병 입구에 닦아내지 않고/ 바른 후 스파툴라는 조갑을 닦기 위해 사용되는 패드로 깨끗이 닦아내십시오.조갑이 재생되고 감염부위가 완전히 치유될 때까지 중단없이 치료를 계속한다.치료기간은 감염의 정도 및 감염부위에 따라 다르며 보통 일반적으로 손톱의 경우 6개월/ 발톱의 경우에는 9~12개월입니다.,이 약에 과민증 환자 또는 경험자/?영ㆍ유아 및 소아/ 조갑주위의 염증성 변화가 나타나는 환자/?혈액순환장애/?영양실조/?알코올?중독 환자/?임부 또는 임신하고 있을 가능성이 있는 여성?및 수유부는 이 약을 사용하지 마십시오.감염된 조갑에 사용한 줄을 건강한 사람의 조갑에 사용하지 마십시오.이 약은 외용으로만 사용하십시오.눈/ 코/ 입 및 다른 점막에 닿지 않도록 주의하십시오.매니큐어는 이 약을 바른 후 적어도 10분 후에 사용하고/ 약을 다시 바르기 전에는 매니큐어를 충분히 지우고 난 후 약을 바르십시오.유기용매(신나/ 휘발유 등)를 사용하는 작업시에는 조갑 위에 바른 약을 보호하기 위해 유기용매 침투방지 장갑을 착용하십시오.이 약 사용 중 인조 손톱의 사용은 피하십시오.,실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.이 약을 사용한 직후에는 마개를 잘 닫아 보관하십시오.,
201204832,티나아이점안액,한솔신약(주),이 약은 눈의 피로/ 누액의 보조(눈의 건조)/ 하드콘택트렌즈 및 소프트렌즈 착용시의 불쾌감/ 눈의 침침함(눈꼽이 많은 때 등)에 사용합니다.,1회 2~3방울을 1일 5~6회 점안합니다.,이 약을 사용하기 전에 안약에 과민증/ 눈의 통증이 심한 환자/ 녹내장 환자는 의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.어린이에게 투여할 경우 보호자의 지도 감독하에 투여하십시오.이 약은 점안용으로만 사용하십시오.오염을 방지하기 위해 가능한 공동으로 사용하지 마십시오.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
201402327,티나청포르테점안액,한솔신약(주),이 약은 눈의 피로/ 결막충혈/ 수영 후 눈의 불쾌감 또는 먼지나 땀이 눈에 들어갔을 때/ 자외선 및 기타광선에 의한 눈의 염증/ 눈꺼풀의 짓무름/ 하드콘택트렌즈를 착용시 불쾌감/ 눈의 가려움/ 눈의 침침함(눈곱이 많을 때 등)에 사용합니다.,1회 2-3방울/ 1일 5-6회 점안합니다.,이 약을 사용하기 전에 눈의 통증이 심한 사람/ 안약에 의한 알레르기 증상이 나타난 적이 있는 환자/ 녹내장 환자는 의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.이 약은 점안용으로만 사용하십시오.소프트콘택트렌즈의 장착액?또는 소프트콘택트렌즈를 착용한 채 사용하지 마십시오.용기의 끝이 눈꺼풀/ 속눈썹에 닿지 않게 하고/ 혼탁한 것은 사용하지 마십시오.다른 사람과 함께 사용하지 마십시오.수일간 사용 후에도 증상의 개선이 없을 경우 사용을?즉각 중지하고 의사 또는 약사와 상의하십시오.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
201204333,티나케어점안액,한솔신약(주),이 약은 결막염(유행성 안염)/ 다래끼/ 안검염(눈꺼풀의 진무름)/ 눈의 가려움증에 사용합니다.,1일 3~6회/ 1회 1~3방울 점안합니다.,이 약을 사용하기 전에 이 약에 또는 설파제에 과민증 환자/ 눈의 통증이 심한 환자는 의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.장기간 계속하여 사용하지 마십시오.이 약은 점안용으로만 사용하십시오.소프트콘택트렌즈의 장착액?또는?소프트콘택트렌즈를 착용한 채 사용하지 마십시오.오염을 방지하기 위해 가능한 공동으로 사용하지 마십시오.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
201405107,티노큐정75mg(라니티딘염산염),(주)제뉴파마,이 약은 위산과다/ 속쓰림/ 신트림에 사용합니다.,16세 이상은 1회 1정(75 mg)/ 1일 2정(150 mg)까지 복용합니다.,이 약에 과민증 환자는?이 약을?복용하지 마십시오.이 약을 복용하기 전에?음식을 삼키기 어렵거나 삼킬 때 통증이 있는 경우 및 토혈/?혈변/?속쓰림 증상이 3개월?이상 지속되는 경우/ 어지러움/ 식은땀 또는 현기증/ 짧은 호흡과 함께 가슴 또는 어깨 통증을 동반하는 경우/ 가슴통증이 빈번히 나타나는 경우/ 예상치 않은 체중감소/ 오심/ 구토/ 위장관 통증/?신장애/ 간장애/ 고령자/ 급성 포르피린증/ 임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부/ 만성 폐질환/ 당뇨병/ 면역이 약화된 환자는 의사 또는 약사와 상의하십시오.이 약은 14일 이상 복용하지 않습니다.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
200001731,티눈스립에이액,경남제약(주),이 약은 티눈/ 못(굳은살)에 사용합니다.,이전에 생성된 피막을 제거한 후 1일 1~2회 적당량을 환부에 바릅니다.,7세 미만의 소아/ 당뇨병 치료를 받고 있는 환자/ 얼굴/ 눈 주위/ 점막/ 목 등 피부의 부드러운 부분/ 염증이나 상처가 있는 부위에는 이 약을 사용하지 마십시오.이 약을 사용하기 전에 약이나 화장품에 과민증/ 임부 또는 임신하고 있을 가능성이 있는 여성/ 당뇨병 환자는 의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.어린이에게 투여할 경우 보호자의 지도 감독하에 투여하십시오.외용으로만 사용하고 내복하지 마십시오.눈에 들어가지 않도록 주의하고/ 만일 눈에 들어간 경우 즉시 물로 씻으십시오.이 약이 건강한 피부에 부착되면 그 부분이 하얗게 연화되고 통증이 있을 수 있으므로 환부 주위의 피부에 부착되지 않도록 주의하고/ 부착되었을 경우 즉시 닦아내십시오. 특히 손가락 사이에 도포할 경우 이 약이 건조되는 것을 확인하십시오.이 약을 한번에 다량의 도포할 경우 피부가 거칠어 질 수 있으므로 조금씩 도포하십시오.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.화기 근처에 두지 마십시오.,
200706280,티라노골드츄어블정,(주)녹십자,이 약은 육체피로/ 임신ㆍ수유기/ 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시/ 발육기/ 노년기의 비타민?A/ B1/ B2/ B6/ C/ D/ E/의 보급과 눈의 건조감의 완화/ 야맹증(밤에 잘 못 보는 증상)과 뼈/ 이의 발육불량/ 구루병의 예방에 사용합니다.,12세 이상 어린이 및 성인은 1회 2정씩/ 1일 2회/ 36개월~12세 어린이는 1회 1정씩/ 1일 2회 입안에서 녹이거나 씹어서 복용합니다.,이 약에 과민증 환자/ 고칼슘혈증(혈액중에 칼슘이 과잉으로 존재하는 상태)/ 유육종증(원인을 알 수 없는 전신 염증질환)/ 신장(콩팥)질환/ 만 12개월 미만의 젖먹이/ 신장(콩팥)결석 환자/ 심한 증상의 신부전/ 갈락토오스 불내성/ Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.이 약을 복용하기 전에 햇빛을 많이 보고 정상적인 식사를 하는 어린이/ 고옥살산뇨증(요 중에 과량의 수산염이 배설되는 상태)/ 임부 또는 임신하고 있을 가능성이 있는 여성/ 수유부/ 미숙아/ 유아/?심장·순환기계기능 장애/ 신장장애/ 통풍 또는 신장결석 경험자/ 폴산이 부족한 환자/ 혈전(혈관 막힘)성 소인이 있는 환자는 의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.각종 요검사 시에 혈당의 검출을 방해할 수 있으며/ 요를 황색으로 변하게 하여 임상검사치에 영향을 줄 수 있습니다.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
201902565,티라노골드플러스츄어블정,(주)녹십자,이 약은 육체피로/ 임신 · 수유기/ 병중 · 병후(병을 앓는 동안이나 회복 후)의 체력저하 시/ 발육기/ 노년기의 비타민 A/ B1/ B2/ B6/ C/ D/ E의 보급과 눈의 건조감의 완화/ 야맹증(밤에 잘 못 보는 증상)/ 뼈/ 이의 발육불량/ 구루병의 예방에 사용합니다.,만 8세 이상 어린이 및 성인은 1일 2회/ 1회 2정/ 만 36개월 이상 ~ 만 8세 미만 어린이는 1일 2회/ 1회 1정을 복용합니다.입안에서 녹이거나 씹어서 복용합니다.,고칼슘혈증 (혈액중에 칼슘이 과잉으로 존재하는 상태)/ 유육종증(원인을 알 수 없는 전신 염증질환)/ 신장질환/ 이 약에 과민증 환자/ 만 12개월 미만의 젖먹이/ 혈색소증(철대사 이상으로 철이 간장/ 췌장에 침착하는 질환)/ 헤모시데린침착증/ 비철결핍성 빈혈/ 신장결석/ 심한 증상의 신부전 환자/?갈락토오스 불내성/ Lapp 유당분해효소 결핍증 또는 포도당-갈락토오스 흡수장애 등의 유전적인 문제가 있는 환자는 이 약을 복용하지 마십시오.이 약을 복용하기 전에?만 1세 미만의 젖먹이/?햇빛을 많이 보고 정상적인 식사를 하는 어린이/?고옥살산뇨증환자 (요중에 과량의 수산염이 배설되는 상태)/?임부 및 임신하고 있을 가능성이 있는 여성/ 수유부/ 미숙아/ 유아/?소화성궤양/ 만성궤양성대장염/ 국한성[특정 부분에 나타나는]대장염 등의 위장질환 환자/?심장ㆍ순환기계기능 장애/ 신장[콩팥]장애/ 저단백혈증/ 통풍/ 신장결석 경험자는?의사 또는 약사와 상의하십시오.정해진 용법과 용량을 잘 지키십시오.어린이에게 투여할 경우 보호자의 지도 감독하에 투여하십시오.요를 황색으로 변하게 하여 임상검사치에 영향을 줄 수 있습니다.1개월 정도 복용하여도 증상의 개선이 없을 경우?복용을 즉각 중지하고 의사 또는 약사와 상의하십시오.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
200705308,티로비스겔(티로트리신),(주)한국파비스제약,이 약은 티로트리신 감수성 균에 감염된 외상(예/ 찰과상)/ 곪은 피부감염의 개선에 사용합니다.,감염된 부위에 1일 2~3회 적당량을 바릅니다.가벼운 상처나 점막 부위의 감염에는 드레싱이 필요하지 않으나 심한 삼출성 상처에는 드레싱이 권장되며 이 약을 1~2회 사용시마다 드레싱을 교체하는 것이 권장됩니다.,이 약에 과민증 환자/?임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부/?코점막 부위에는 이 약을 사용하지 마십시오.눈 주위에 사용할 경우 약이 눈에 직접 닿지 않도록 주의하십시오.일주일 이상 사용하여도 증상의 개선이 없는 경우 사용을 즉각 중지하고 의사 또는 약사와 상의하십시오.,실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
201502729,티로이신겔(티로트리신),동인당제약(주),이 약은 티로트리신 감수성 균에 감염된 외상(예/ 찰과상)/ 곪은 피부감염의 개선에 사용합니다.,감염된 부위에 1일 2~3회 적당량을 바릅니다.가벼운 상처나 점막 부위의 감염에는 드레싱이 필요하지 않으나 심한 삼출성 상처에는 드레싱이 권장되며 이 약을 1~2회 사용시마다 드레싱을 교체하는 것이 권장됩니다.,이 약에 과민증 환자/?임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부/?코점막 부위에는 이 약을 사용하지 마십시오.눈 주위에 사용할 경우 약이 눈에 직접 닿지 않도록 주의하십시오.일주일 이상 사용하여도 증상의 개선이 없는 경우 사용을 즉각 중지하고 의사 또는 약사와 상의하십시오.,실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
200904958,티로케어겔(티로트리신),고려제약(주),이 약은 티로트리신 감수성 균에 감염된 외상(예/ 찰과상)/ 곪은 피부감염의 개선에 사용합니다.,감염된 부위에 1일 2~3회 적당량을 바릅니다.가벼운 상처나 점막 부위의 감염에는 드레싱이 필요하지 않으나 심한 삼출성 상처에는 드레싱이 권장되며 이 약을 1~2회 사용시마다 드레싱을 교체하는 것이 권장됩니다.,이 약에 과민증 환자/?임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부/?코점막 부위에는 이 약을 사용하지 마십시오.눈 주위에 사용할 경우 약이 눈에 직접 닿지 않도록 주의하십시오.일주일 이상 사용하여도 증상의 개선이 없는 경우 사용을 즉각 중지하고 의사 또는 약사와 상의하십시오.,실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
201309247,티로클겔(티로트리신),일동제약(주),이 약은 티로트리신 감수성 균에 감염된 외상(예/ 찰과상)/ 곪은 피부감염의 개선에 사용합니다.,감염된 부위에 1일 2~3회 적당량을 바릅니다.가벼운 상처나 점막 부위의 감염에는 드레싱이 필요하지 않으나 심한 삼출성 상처에는 드레싱이 권장되며 이 약을 1~2회 사용시마다 드레싱을 교체하는 것이 권장됩니다.,이 약에 과민증 환자/?임부 또는 임신하고 있을 가능성이 있는 여성 및 수유부/?코점막 부위에는 이 약을 사용하지 마십시오.눈 주위에 사용할 경우 약이 눈에 직접 닿지 않도록 주의하십시오.일주일 이상 사용하여도 증상의 개선이 없는 경우 사용을 즉각 중지하고 의사 또는 약사와 상의하십시오.,실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
200003096,티리진정(세티리진염산염),한미약품(주),이 약은 계절성 및 다년성 알레르기성 비염/ 알레르기성 결막염/ 만성 특발성 두드러기/ 피부가려움증과/ 하이드로코티손 외용제와 병용에 의한 습진/ 피부염에 사용합니다.,성인 및 6세 이상의 소아는 1일 1회 1정(10 mg)을 취침 전에 복용하고/ 이상반응에 민감한 환자의 경우는 1/2정(5 mg)씩을 아침/ 저녁에 분할 복용합니다.연령/ 증상에 따라 적절히 증감합니다.신장애 환자의 투여 간격은 환자의 신기능에 따라 조절되어야 하고/ 신장애를 가진 소아 환자는 환자의 신 청소율과 체중을 고려하여 개별적으로 용량을 조절해야 하므로 자세한 사항은 허가사항을 참고하십시오.,이 약 및?히드록시진 또는 피페라진 유도체에 과민증 환자/ 신부전 환자(크레아티닌 청소율 이 약을 복용하기 전에 신장애/ 간장애 환자/ 노인/?간질 및 발작 위험성이 있는 환자/?소변고임의 선행요인(척수 병변/ 전립선 비대증)이 있는 환자/ 임부/ 수유부는 의사 또는 약사와 상의하십시오.,실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
