"기관ID","주소","비고","간이약도","기관명","대표전화1","진료시간(월요일)C","진료시간(화요일)C","진료시간(수요일)C","진료시간(목요일)C","진료시간(금요일)C","진료시간(토요일)C","진료시간(일요일)C","진료시간(공휴일)C","진료시간(월요일)S","진료시간(화요일)S","진료시간(수요일)S","진료시간(목요일)S","진료시간(금요일)S","진료시간(토요일)S","진료시간(일요일)S","진료시간(공휴일)S","우편번호1","우편번호2","병원경도","병원위도","작업일시"
"C1100829","서울특별시 강남구 선릉로86길 17  (대치동)","2013.10 폐업 후 개업","테마상가 101호","테헤란건강약국","02-556-4166","2200","2200","2200","2200","2200","2000","2000","2000","0900","0900","0900","0900","0900","0900","1600","1600","061","92","127.051064653","37.5035666455","2021-08-20 17:21:58.0"
"C1106980","서울특별시 성동구 마장로 137","2013.10 폐업 후 개업","테마상가 101호","텐즈힐약국","02-2297-9996","1900","1900","1900","1900","1900","1430","2000","2000","0900","0900","0900","0900","0900","0900","1600","1600","047","00","127.02369882295562","37.57052441813818","2021-08-20 17:21:58.0"
"C1107487","서울특별시 강남구 테헤란로 337 1층 (역삼동)","2013.10 폐업 후 개업","테마상가 101호","테헤란약국","02-554-1737","1430","1430","1430","1430","1430","2000","2000","2000","0900","0900","0900","0900","0900","0900","1600","1600","061","50","127.04845521564051","37.504796716101495","2021-02-20 17:21:54.0"
"C1107188","서울특별시 서초구 서초대로77길 24 (서초동) 301호","2013.10 폐업 후 개업","테마상가 101호","토리약국","02-6251-3301","0000","0000","0000","0000","0000","0000","2000","2000","0000","0000","0000","0000","0000","0000","1600","1600","066","14","127.02599252571657","37.50002125602344","2021-08-20 17:21:58.0"
"C1102989","서울특별시 금천구 시흥대로112길 6","2013.10 폐업 후 개업","아카시아병원앞","토마스약국","02-855-3843","2130","2130","2130","2130","2130","2130","2130","2130","0800","0800","0800","0800","0800","0800","0900","0900","085","80","126.89903941840743","37.4677721384647","2021-08-20 17:21:58.0"
"C1103149","서울특별시 마포구 토정로32길 13 105호(토정동삼성상가)","2013.10 폐업 후 개업","강변아파트상가","토정약국","02-3272-0608","2100","2100","2100","2100","2100","1700","2130","2130","0900","0900","0900","0900","0900","0900","0900","0900","041","64","126.94102613715628","37.54010402576404","2021-08-20 17:21:58.0"
"C1100684","서울특별시 중랑구 용마산로 435 통일로약국 1층 (면목동)","2013.10 폐업 후 개업","면목동혜원여고후문건너편","통일로약국","02-439-3711","1930","1930","1930","1930","1930","1800","2130","1800","0830","0830","0830","0830","0830","0830","0900","0830","022","00","127.09703837573256","37.59030235071482","2021-08-20 17:21:58.0"
"C1107731","서울특별시 송파구 위례광장로 136  (장지동 위례아이파크)","2013.10 폐업 후 개업","숭례중인근","트램온누리약국","02-403-0020","2100","2100","2100","2100","2100","1500","2130","1800","0900","0900","0900","0900","0900","0900","0900","0830","058","52","127.14160654508797","37.47562992154743","2021-08-20 17:21:58.0"
"C1103453","서울특별시 강남구 언주로147길 6  (논현동)","2013.10 폐업 후 개업","1층","트리스약국","02-541-4545","1930","1930","1930","1930","1930","1700","2130","1800","0900","0900","0900","0900","0900","0900","0900","0830","060","48","127.0336871178174","37.52009369371839","2021-08-20 17:21:58.0"
"C1100101","서울특별시 송파구 석촌호수로 61 트리지움 5층 514-2호 (잠실동)","2013.10 폐업 후 개업","트리지움상가 514호","트리지움자연약국","070-7562-8231","1900","1900","1900","1900","1900","1400","2130","1300","0900","0900","0900","0900","0900","0900","0900","0900","055","55","127.08620550881096","37.51073870952854","2021-08-20 17:21:58.0"
"C1108572","서울특별시 송파구 송파대로 345 1A동 3011호 (가락동 헬리오시티)","2013.10 폐업 후 개업","트리지움상가 514호","트리풀약국","02-6338-7745","1830","1830","1830","1830","1830","1400","1300","1300","0900","0900","0900","0900","0900","0900","0900","0900","056","98","127.11184467627502","37.49936929807656","2021-08-20 17:21:58.0"
"C1107165","서울특별시 강남구 도산대로 108 (논현동) 1층 일부","2013.10 폐업 후 개업","트리지움상가 514호","트리플약국","02-517-5256","2130","2130","2130","2130","2130","1900","1300","1300","1000","1000","1000","1000","1000","1000","0900","0900","060","38","127.02065462602883","37.51619354533293","2021-08-20 17:21:58.0"
"C1108620","서울특별시 도봉구 방학로 169 1층 (방학동)","2013.10 폐업 후 개업","트리지움상가 514호","튼튼약국","02-3492-2828","1930","1930","1930","1930","1930","1500","1300","1300","0800","0800","0800","0800","0800","0800","0900","0900","013","84","127.0334112063508","37.66215860958755","2021-08-20 17:21:58.0"
"C1107370","서울특별시 성동구 무학로 33","2013.10 폐업 후 개업","트리지움상가 514호","튼튼약국","02-2282-7525","1800","1800","1800","1800","1800","1500","1300","1300","0900","0900","0900","0900","0900","0800","0900","0900","047","02","127.02624250384466","37.567655166332536","2021-08-20 17:21:58.0"
"C1109064","서울특별시 강동구 아리수로93나길 50 MK프라자 109호 (강일동)","2013.10 폐업 후 개업","트리지움상가 514호","튼튼약국","02-426-2799","2000","2000","2000","2000","2000","1600","1300","1300","0900","0900","0900","0900","0900","0900","0900","0900","052","01","127.174497989376","37.5720997177008","2021-08-20 17:21:58.0"
"C1102171","서울특별시 관악구 신원로 16","2013.10 폐업 후 개업","트리지움상가 514호","튼튼약국","02-856-0528","1800","1800","1800","1800","1800","1300","1300","1300","0900","0900","0900","0900","0900","0900","0900","0900","087","75","126.92795600804126","37.4806672011659","2021-08-20 17:21:58.0"
"C1108422","서울특별시 은평구 진흥로 133 1층 101호 (대조동)","2013.10 폐업 후 개업","트리지움상가 514호","튼튼약국","02-356-7950","2000","1830","2000","2000","2000","1600","1300","1300","0800","0800","0800","0800","0800","0800","0900","0900","033","95","126.92488594490061","37.60818122111497","2021-08-20 17:21:58.0"
"C1108408","서울특별시 강서구 공항대로 103 1동 205호 (마곡동)","2013.10 폐업 후 개업","트리지움상가 514호","튼튼약국","02-2664-0929","1830","1830","1800","1830","1830","1300","1300","1300","0900","0900","0900","0900","0900","0900","0900","0900","076","00","126.819169157728","37.56230033929","2021-08-20 17:21:58.0"
"C1106951","서울특별시 종로구 창경궁로34길 18-5","2014.03 개업","혜화역 4번 출구","튼튼약국","02-762-2323","1830","1830","1830","1830","1830","1400","1300","1300","0900","0900","0900","0900","0900","0900","0900","0900","030","77","127.00096911631111","37.58413140366195","2021-08-20 17:21:58.0"
"C1109168","서울특별시 마포구 대흥로24길 24 A동 B2층 203호 (염리동)","2014.03 개업","혜화역 4번 출구","튼튼약국","02-704-5921","1800","1800","1800","1800","1800","1300","1300","1300","0900","0900","0900","0900","0900","0900","0900","0900","041","24","126.947661522663","37.5539739756082","2021-08-20 17:21:58.0"
"C1107712","서울특별시 강남구 광평로 196 202호 (수서동 제이스프라자)","2014.03 개업","혜화역 4번 출구","튼튼약국","02-451-9111","1330","1330","1330","1330","1330","1300","1300","1300","0900","0900","0900","0900","0900","0900","0900","0900","063","62","127.094269484","37.4840026375","2021-08-20 17:21:58.0"
"C1107738","서울특별시 송파구 오금로 247 건양빌딩 1층 (방이동)","2014.03 개업","혜화역 4번 출구","튼튼약국","02-413-7978","2000","2000","2000","2000","2000","1600","1300","1300","0900","0900","0900","0900","0900","0900","0900","0900","056","45","127.1208758865","37.5063558065","2021-08-20 17:21:58.0"
"C1107185","서울특별시 중랑구 면목로 358 1층 (면목동)","2014.03 개업","혜화역 4번 출구","튼튼약국","02-435-6985","2200","2200","2200","2200","1800","1600","2200","1300","0930","0930","0930","0930","0930","0900","1500","0900","022","10","127.0885080442","37.5838884224","2021-08-20 17:21:58.0"
"C1107178","서울특별시 서대문구 수색로 100","2014.03 개업","1블럭 단지내 상가","튼튼약국","02-304-1179","1500","1500","1500","1500","1500","1300","2200","1300","0900","0900","0900","0900","0900","0830","1500","0900","037","09","126.9120853927155","37.5729685419476","2021-08-20 17:21:58.0"
"C1107222","서울특별시 노원구 수락산로 232 미네르바빌딩 102호 (상계동)","2014.03 개업","1블럭 단지내 상가","튼튼온누리약국","02-936-8825","2000","2000","2000","2000","2000","1500","2200","1300","0900","0900","0900","0900","0900","0900","1500","0900","016","15","127.05296558472995","37.671067553410985","2021-08-20 17:21:58.0"
"C1108227","서울특별시 광진구 아차산로 450-2 1층 (구의동)","2014.03 개업","1블럭 단지내 상가","튼튼온누리약국","02-447-2999","1930","1930","1930","1930","1930","1430","2200","1300","0900","0900","0900","0900","0900","0900","1500","0900","050","47","127.092464635","37.5387526756","2021-08-20 17:21:58.0"
"C1107078","서울특별시 강동구 올림픽로 732 1층 2호 (천호동)","2014.03 개업","1블럭 단지내 상가","튼튼온누리약국","02-486-1380","2000","2000","2000","2000","2000","1730","1730","1730","0900","0900","0900","0900","0900","0900","0900","0900","053","23","127.12653536068584","37.54653815101675","2021-08-20 17:21:58.0"
"C1107702","서울특별시 강남구 개포로 615 석탑프라자 305-1호 (개포동)","2014.03 개업","수서경찰서 인근","튼튼중앙약국","02-451-0530","1900","1900","1900","1900","1900","1500","1730","1730","0930","0930","0930","0930","0930","0930","0900","0900","063","35","127.0755862212","37.4926585332","2021-08-20 17:21:58.0"
"C1108852","서울특별시 동대문구 답십리로 259 1층 (장안동)","2014.03 개업","수서경찰서 인근","튼튼하나약국","02-2215-6388","1900","1900","1900","1900","1900","1600","1730","1730","0900","0900","0900","0900","0900","0900","0900","0900","025","30","127.069064196795","37.5727843057344","2021-08-20 17:21:58.0"
"C1100689","서울특별시 서초구 고무래로 18 1층 (반포동)","2014.03 개업","수서경찰서 인근","티파니약국","02-592-2979","1900","1900","1900","1900","1900","1600","1730","1730","1000","1000","1000","1000","1000","1000","0900","0900","065","93","127.01039111573074","37.503036615558244","2021-08-20 17:21:58.0"
"C1100762","서울특별시 강남구 논현로 629 (논현동세림빌딩)","2014.03 개업","세럼빌딩","파낙스약국","02-518-8766","1800","1800","1800","1730","1800","1500","1730","1730","0900","0900","0900","0900","0900","0900","0900","0900","061","17","127.0324156959","37.5097397138","2021-08-20 17:21:58.0"
"C1109022","서울특별시 종로구 송월길 155 상가동 41124113호 (교북동 경희궁자이 4단지)","2014.03 개업","세럼빌딩","파란문약국","02-723-6209","0000","1800","1800","1730","1800","1500","1730","1730","0000","0900","0900","0900","0900","0900","0900","0900","031","65","126.961625543187","37.5717267174551","2021-08-20 17:21:58.0"
"C1107122","서울특별시 동작구 남부순환로 2057 3층 (사당동)","2014.03 개업","세럼빌딩","파란약국","02-522-4230","1830","1830","1830","1830","1830","1500","1730","1730","0900","0900","0900","0900","0900","0900","0900","0900","070","24","126.9773618959","37.4769345208","2021-08-20 17:21:58.0"
"C1102581","서울특별시 강동구 양재대로 1325 둔촌메디컬센타 101호 (성내동)","2014.03 개업","세럼빌딩","파란약국","02-484-2479","1930","1930","1930","1930","1930","1620","1730","1730","0900","0900","0900","0900","0900","0900","0900","0900","054","05","127.13444035867894","37.52485432753535","2021-08-20 17:21:58.0"
"C1100763","서울특별시 성북구 성북로4길 52","2014.03 개업","한신한진APT제상가 417동 501호","파란하늘약국","02-929-8723","2100","2100","2100","2100","2100","2000","1730","1730","0900","0900","0900","0900","0900","0900","0900","0900","028","31","127.01141351954773","37.59450673523664","2021-08-20 17:21:58.0"
"C1108024","서울특별시 종로구 대학로 121 1호 2호 (명륜4가)","2014.03 개업","한신한진APT제상가 417동 501호","파랑새약국","02-743-7735","2250","2250","2250","2250","2250","2250","2250","2250","0830","0830","0830","0830","0830","0830","1400","1400","030","79","127.0015985761","37.5820439231","2021-08-20 17:21:58.0"
"C1102582","서울특별시 강남구 일원로 47","2014.03 개업","삼성서울병원앞 육교 건너편(대청역방향) 3번째 건물","파랑새약국","02-3412-1555","1830","1830","1830","1830","1830","1300","2250","2250","0900","0900","0900","0900","0900","0900","1400","1400","063","43","127.08158200005687","37.48975947772472","2021-08-20 17:21:58.0"
"C1100820","서울특별시 동작구 상도로 81 지하1층 (대방동)","2014.03 개업","7호선신대방3거리역6번출구3m이마트옆 성모빌딩1층","파랑새약국","02-824-5150","1900","1900","1900","1900","1900","1400","2250","2250","0900","0900","0900","0900","0900","0900","1400","1400","069","53","126.92955878573807","37.499952657587116","2021-08-20 17:21:58.0"
"C1108622","서울특별시 강서구 화곡로 339 오선빌딩 1층 (화곡동)","2014.03 개업","7호선신대방3거리역6번출구3m이마트옆 성모빌딩1층","파랑약국","02-2604-5480","1900","1900","1900","1900","1900","1400","2250","2250","0830","0830","0830","0830","0830","0900","1400","1400","076","49","126.85103939079598","37.55411641102223","2021-08-20 17:21:58.0"
"C1100821","서울특별시 마포구 양화로 156 116호(동교동엘지팰리스빌딩)","전화번호는 맞으나 통화연결이 안될 때가 종종 있음","마포구동교동165-8엘지페리스빌딩1층116호","파마트엘지약국","02-326-1678","1900","1900","1900","1900","1900","1900","2250","2250","0930","0930","0930","0930","0930","0930","1400","1400","040","50","126.92344435428197","37.55611729020577","2021-08-20 17:21:58.0"
"C1100822","서울특별시 도봉구 해등로 218","전화번호는 맞으나 통화연결이 안될 때가 종종 있음","쌍문4동국민은행옆 보성상가 102","파마트열린약국","02-990-3367","1830","1830","1830","1830","1830","1530","2250","2250","0900","0900","0900","0900","0900","0900","1400","1400","013","87","127.03243298396404","37.658123061218944","2021-08-20 17:21:58.0"
